,Year,Month,DayofMonth,DayOfWeek,DepTime,ArrTime,ArrDelay,AirTime,Distance,plane_age
2068632,2008,3,8,6,2016.0,2304.0,60.0,151.0,1237,7.0
2068633,2008,3,8,6,659.0,1103.0,49.0,199.0,1074,7.0
2068634,2008,3,8,6,1158.0,1447.0,49.0,145.0,1249,7.0
2068635,2008,3,9,7,744.0,1102.0,57.0,175.0,1121,7.0
2068636,2008,3,9,7,1502.0,1810.0,29.0,158.0,998,7.0
2068637,2008,3,9,7,1142.0,1410.0,40.0,120.0,938,7.0
2068638,2008,3,9,7,1958.0,2239.0,89.0,139.0,998,7.0
2068639,2008,3,10,1,1540.0,1821.0,-4.0,138.0,1011,7.0
2068640,2008,3,10,1,837.0,1143.0,3.0,155.0,938,7.0
2068641,2008,3,10,1,1230.0,1452.0,-3.0,130.0,1011,7.0
2068642,2008,3,10,1,1905.0,2137.0,-13.0,134.0,989,7.0
2068643,2008,3,11,2,1900.0,2142.0,-7.0,132.0,1069,7.0
2068644,2008,3,11,2,2244.0,2358.0,-20.0,54.0,301,7.0
2068645,2008,3,11,2,1453.0,1811.0,24.0,154.0,1069,7.0
2068646,2008,3,11,2,1143.0,1355.0,-15.0,118.0,944,7.0
2068647,2008,3,11,2,755.0,1053.0,-12.0,160.0,989,7.0
2068648,2008,3,12,3,548.0,708.0,-9.0,51.0,301,7.0
2068649,2008,3,12,3,1934.0,2251.0,-11.0,325.0,2430,7.0
2068650,2008,3,12,3,1512.0,1650.0,18.0,62.0,264,7.0
2068651,2008,3,12,3,808.0,1107.0,-13.0,145.0,1005,7.0
2068652,2008,3,12,3,2350.0,742.0,-23.0,278.0,2430,7.0
2068653,2008,3,12,3,1720.0,1827.0,-9.0,53.0,264,7.0
2068654,2008,3,12,3,1151.0,1425.0,-5.0,135.0,1005,7.0
2068655,2008,3,13,4,909.0,1206.0,-24.0,334.0,2446,7.0
2068656,2008,3,13,4,2257.0,4.0,-5.0,44.0,209,7.0
2068657,2008,3,13,4,1321.0,2132.0,-18.0,286.0,2446,7.0
2068658,2008,3,14,5,1004.0,1356.0,47.0,162.0,1028,7.0
2068659,2008,3,14,5,1829.0,2146.0,36.0,170.0,1074,7.0
2068660,2008,3,14,5,1441.0,1710.0,32.0,126.0,1028,7.0
2068661,2008,3,14,5,2222.0,39.0,7.0,123.0,1074,7.0
2068662,2008,3,14,5,750.0,924.0,9.0,47.0,209,7.0
2068663,2008,3,15,6,1946.0,2229.0,-11.0,148.0,1057,7.0
2068664,2008,3,15,6,1249.0,1525.0,-18.0,135.0,944,7.0
2068665,2008,3,15,6,608.0,854.0,-2.0,134.0,944,7.0
2068666,2008,3,15,6,1619.0,1850.0,-15.0,134.0,972,7.0
2068667,2008,3,15,6,939.0,1205.0,-1.0,128.0,944,7.0
2068668,2008,3,16,7,2322.0,255.0,160.0,352.0,2248,7.0
2068669,2008,3,16,7,1927.0,2235.0,187.0,172.0,1028,7.0
2068670,2008,3,16,7,921.0,1208.0,-2.0,151.0,1077,7.0
2068671,2008,3,16,7,1245.0,1531.0,-22.0,150.0,1077,7.0
2068672,2008,3,17,1,1530.0,2300.0,-24.0,248.0,2248,7.0
2068673,2008,3,17,1,719.0,823.0,-2.0,40.0,231,7.0
2068674,2008,3,17,1,1329.0,1439.0,-3.0,45.0,231,7.0
2068675,2008,3,17,1,907.0,1032.0,3.0,68.0,387,7.0
2068676,2008,3,17,1,1116.0,1236.0,6.0,57.0,387,7.0
2068677,2008,3,18,2,2019.0,2158.0,-10.0,51.0,264,7.0
2068678,2008,3,18,2,1315.0,1604.0,6.0,148.0,1041,7.0
2068679,2008,3,18,2,1657.0,1934.0,-1.0,139.0,1041,7.0
2068680,2008,3,19,3,2209.0,46.0,172.0,131.0,950,7.0
2068681,2008,3,19,3,1121.0,1354.0,-16.0,139.0,989,7.0
2068682,2008,3,19,3,750.0,1035.0,-15.0,148.0,1033,7.0
2068683,2008,3,19,3,1437.0,1745.0,-5.0,161.0,989,7.0
2068684,2008,3,20,4,1518.0,1822.0,31.0,146.0,950,7.0
2068685,2008,3,20,4,730.0,1032.0,-3.0,156.0,1035,7.0
2068686,2008,3,20,4,1923.0,2156.0,54.0,127.0,944,7.0
2068687,2008,3,21,5,1835.0,2219.0,54.0,364.0,2569,7.0
2068688,2008,3,21,5,1016.0,1422.0,51.0,159.0,1041,7.0
2068689,2008,3,21,5,2258.0,701.0,11.0,281.0,2569,7.0
2068690,2008,3,21,5,1503.0,1752.0,57.0,143.0,1041,7.0
2068691,2008,3,22,6,2252.0,2359.0,-15.0,41.0,267,7.0
2068692,2008,3,22,6,1338.0,1512.0,-17.0,121.0,740,7.0
2068693,2008,3,22,6,854.0,1024.0,-10.0,47.0,274,7.0
2068694,2008,3,22,6,1613.0,1919.0,-7.0,103.0,740,7.0
2068695,2008,3,22,6,1058.0,1206.0,-11.0,49.0,274,7.0
2068696,2008,3,23,7,554.0,712.0,-8.0,59.0,267,7.0
2068697,2008,3,23,7,1921.0,2227.0,461.0,137.0,1069,7.0
2068698,2008,3,23,7,804.0,1123.0,3.0,171.0,1069,7.0
2068699,2008,3,24,1,850.0,1009.0,0.0,53.0,301,7.0
2068700,2008,3,24,1,640.0,803.0,-1.0,56.0,301,7.0
2068701,2008,3,24,1,1100.0,1423.0,30.0,162.0,944,7.0
2068702,2008,3,24,1,1501.0,1749.0,21.0,143.0,1189,7.0
2068703,2008,3,24,1,1828.0,2218.0,-17.0,196.0,1597,7.0
2068704,2008,3,25,2,1547.0,1933.0,11.0,203.0,1597,7.0
2068705,2008,3,25,2,604.0,1013.0,29.0,224.0,1597,7.0
2068706,2008,3,25,2,3.0,249.0,9.0,142.0,1180,7.0
2068707,2008,3,25,2,1058.0,1454.0,30.0,199.0,1597,7.0
2068708,2008,3,25,2,2017.0,2316.0,11.0,155.0,1189,7.0
2068709,2008,3,26,3,1922.0,2300.0,-3.0,370.0,2421,7.0
2068710,2008,3,26,3,750.0,1014.0,-4.0,124.0,944,7.0
2068711,2008,3,26,3,329.0,635.0,-10.0,156.0,1180,7.0
2068712,2008,3,26,3,2359.0,741.0,-19.0,264.0,2421,7.0
2068713,2008,3,27,4,2154.0,31.0,-24.0,139.0,1069,7.0
2068714,2008,3,27,4,852.0,1147.0,-11.0,322.0,2248,7.0
2068715,2008,3,27,4,1249.0,2031.0,-24.0,246.0,2248,7.0
2068716,2008,3,28,5,1844.0,2204.0,104.0,154.0,1065,7.0
2068717,2008,3,28,5,2241.0,131.0,92.0,149.0,1237,7.0
2068718,2008,3,28,5,1423.0,1809.0,94.0,144.0,1065,7.0
2068719,2008,3,28,5,555.0,920.0,37.0,175.0,1076,7.0
2068720,2008,3,28,5,1002.0,1311.0,26.0,150.0,1076,7.0
2068721,2008,3,29,6,547.0,707.0,6.0,44.0,187,7.0
2068722,2008,3,29,6,1131.0,1336.0,-6.0,107.0,829,7.0
2068723,2008,3,29,6,806.0,1058.0,0.0,125.0,829,7.0
2068724,2008,3,29,6,1655.0,1943.0,-21.0,141.0,1028,7.0
2068725,2008,3,29,6,2037.0,2315.0,-12.0,144.0,1028,7.0
2068726,2008,3,30,7,1308.0,1605.0,-3.0,154.0,1065,7.0
2068727,2008,3,30,7,929.0,1228.0,0.0,150.0,1065,7.0
2068728,2008,3,30,7,1645.0,1945.0,-9.0,155.0,1069,7.0
2068729,2008,3,30,7,551.0,843.0,-12.0,146.0,1069,7.0
2068730,2008,3,30,7,2027.0,2344.0,-15.0,144.0,1074,7.0
2068731,2008,3,31,1,1052.0,1403.0,-17.0,174.0,1249,7.0
2068732,2008,3,31,1,1948.0,2306.0,21.0,173.0,1249,7.0
2068733,2008,3,31,1,658.0,1006.0,-4.0,170.0,1249,7.0
2068734,2008,3,31,1,1517.0,1915.0,45.0,202.0,1249,7.0
2068735,2008,4,1,2,1253.0,1418.0,3.0,64.0,301,7.0
2068736,2008,4,1,2,1053.0,1203.0,-17.0,55.0,301,7.0
2068737,2008,4,1,2,1455.0,1754.0,-1.0,145.0,1028,7.0
2068738,2008,4,1,2,739.0,1012.0,-3.0,138.0,1074,7.0
2068739,2008,4,2,3,2113.0,16.0,17.0,156.0,1074,7.0
2068740,2008,4,3,4,1047.0,1423.0,3.0,189.0,1249,7.0
2068741,2008,4,3,4,1906.0,2251.0,6.0,190.0,1249,7.0
2068742,2008,4,3,4,655.0,1000.0,-10.0,165.0,1249,7.0
2068743,2008,4,3,4,1510.0,1825.0,-5.0,169.0,1249,7.0
2068744,2008,4,4,5,1351.0,1519.0,64.0,64.0,301,7.0
2068745,2008,4,4,5,1109.0,1314.0,54.0,55.0,301,7.0
2068746,2008,4,4,5,1605.0,1854.0,64.0,140.0,1028,7.0
2068747,2008,4,4,5,1931.0,2223.0,43.0,148.0,1028,7.0
2068748,2008,4,4,5,733.0,1019.0,4.0,144.0,1074,7.0
2068749,2008,4,5,6,1539.0,1932.0,10.0,198.0,1597,7.0
2068750,2008,4,5,6,617.0,958.0,14.0,201.0,1597,7.0
2068751,2008,4,5,6,2358.0,301.0,21.0,147.0,1180,7.0
2068752,2008,4,5,6,1038.0,1422.0,-2.0,198.0,1597,7.0
2068753,2008,4,5,6,2011.0,2306.0,1.0,153.0,1189,7.0
2068754,2008,4,6,7,1951.0,2243.0,-20.0,316.0,2421,7.0
2068755,2008,4,6,7,753.0,1010.0,-8.0,115.0,944,7.0
2068756,2008,4,6,7,334.0,631.0,4.0,157.0,1180,7.0
2068757,2008,4,6,7,2350.0,807.0,7.0,291.0,2421,7.0
2068758,2008,4,8,2,915.0,1258.0,-12.0,196.0,1597,7.0
2068759,2008,4,8,2,2020.0,2315.0,-3.0,328.0,2521,7.0
2068760,2008,4,8,2,1351.0,1735.0,-32.0,206.0,1597,7.0
2068761,2008,4,9,3,1309.0,1850.0,-5.0,189.0,1626,7.0
2068762,2008,4,9,3,930.0,1219.0,4.0,249.0,1626,7.0
2068763,2008,4,9,3,1956.0,2254.0,-21.0,135.0,1028,7.0
2068764,2008,4,9,3,10.0,816.0,-9.0,288.0,2521,7.0
2068765,2008,4,10,4,1951.0,2253.0,-25.0,335.0,2521,7.0
2068766,2008,4,10,4,1014.0,1312.0,-16.0,149.0,1041,7.0
2068767,2008,4,10,4,650.0,933.0,-2.0,140.0,1028,7.0
2068768,2008,4,10,4,1408.0,1656.0,1.0,143.0,1041,7.0
2068769,2008,4,11,5,1545.0,2216.0,201.0,201.0,1626,7.0
2068770,2008,4,11,5,931.0,1219.0,4.0,227.0,1626,7.0
2068771,2008,4,11,5,6.0,830.0,5.0,297.0,2521,7.0
2068772,2008,4,12,6,1737.0,2142.0,17.0,331.0,2569,7.0
2068773,2008,4,12,6,707.0,1043.0,-16.0,187.0,1597,7.0
2068774,2008,4,12,6,2221.0,646.0,-4.0,305.0,2569,7.0
2068775,2008,4,12,6,1142.0,1548.0,-16.0,227.0,1597,7.0
2068776,2008,4,13,7,1910.0,2110.0,-54.0,279.0,2136,7.0
2068777,2008,4,13,7,135.0,908.0,164.0,259.0,2136,7.0
2068778,2008,4,14,1,2107.0,2206.0,-14.0,42.0,187,7.0
2068779,2008,4,15,2,1550.0,1901.0,171.0,173.0,1249,7.0
2068780,2008,4,16,3,1302.0,1535.0,-35.0,133.0,1121,7.0
2068781,2008,4,16,3,2050.0,2324.0,-20.0,132.0,1121,7.0
2068782,2008,4,16,3,1714.0,2017.0,27.0,162.0,1121,7.0
2068783,2008,4,17,4,1802.0,2043.0,-17.0,117.0,938,7.0
2068784,2008,4,17,4,2145.0,7.0,-11.0,130.0,938,7.0
2068785,2008,4,17,4,1427.0,1709.0,-13.0,140.0,938,7.0
2068786,2008,4,17,4,654.0,939.0,-4.0,141.0,1189,7.0
2068787,2008,4,17,4,1026.0,1333.0,-12.0,162.0,1189,7.0
2068788,2008,4,18,5,604.0,844.0,-26.0,139.0,1065,7.0
2068789,2008,4,19,6,1337.0,1604.0,-11.0,120.0,901,7.0
2068790,2008,4,19,6,656.0,923.0,-2.0,117.0,901,7.0
2068791,2008,4,19,6,1013.0,1240.0,-18.0,127.0,901,7.0
2068792,2008,4,19,6,1658.0,1934.0,-15.0,316.0,2253,7.0
2068793,2008,4,19,6,2035.0,458.0,-12.0,298.0,2588,7.0
2068794,2008,4,20,7,1837.0,2134.0,-21.0,157.0,1197,7.0
2068795,2008,4,20,7,836.0,1151.0,-29.0,176.0,1249,7.0
2068796,2008,4,20,7,1255.0,1636.0,26.0,165.0,1249,7.0
2068797,2008,4,21,1,1952.0,2216.0,-22.0,242.0,1754,7.0
2068798,2008,4,21,1,1141.0,1438.0,-22.0,159.0,1197,7.0
2068799,2008,4,21,1,2324.0,505.0,-10.0,201.0,1754,7.0
2068800,2008,4,21,1,734.0,1036.0,-4.0,164.0,1197,7.0
2068801,2008,4,21,1,1542.0,1843.0,-15.0,161.0,1197,7.0
2068802,2008,4,22,2,1704.0,2029.0,-6.0,363.0,2602,7.0
2068803,2008,4,22,2,835.0,1145.0,-35.0,163.0,1249,7.0
2068804,2008,4,22,2,2122.0,456.0,-8.0,257.0,2277,7.0
2068805,2008,4,22,2,1307.0,1612.0,2.0,166.0,1249,7.0
2068806,2008,4,23,3,1520.0,1827.0,-18.0,159.0,1185,7.0
2068807,2008,4,23,3,1115.0,1429.0,-2.0,179.0,1237,7.0
2068808,2008,4,23,3,753.0,1012.0,-26.0,118.0,901,7.0
2068809,2008,4,23,3,2245.0,2353.0,-21.0,44.0,267,7.0
2068810,2008,4,23,3,1916.0,2156.0,-11.0,138.0,1005,7.0
2068811,2008,4,24,4,558.0,707.0,-13.0,44.0,267,7.0
2068812,2008,4,24,4,1156.0,1452.0,6.0,156.0,1069,7.0
2068813,2008,4,24,4,803.0,1052.0,-28.0,143.0,1069,7.0
2068814,2008,4,24,4,1554.0,1905.0,0.0,347.0,2465,7.0
2068815,2008,4,24,4,2000.0,2249.0,4.0,85.0,589,7.0
2068816,2008,4,24,4,2330.0,539.0,-6.0,233.0,1989,7.0
2068817,2008,4,25,5,1652.0,1919.0,-11.0,130.0,829,7.0
2068818,2008,4,25,5,2003.0,2138.0,-22.0,51.0,301,7.0
2068819,2008,4,25,5,1354.0,1611.0,-6.0,113.0,829,7.0
2068820,2008,4,25,5,655.0,926.0,-27.0,124.0,944,7.0
2068821,2008,4,25,5,1027.0,1256.0,-9.0,131.0,944,7.0
2068822,2008,4,26,6,726.0,854.0,-11.0,63.0,301,7.0
2068823,2008,4,26,6,1157.0,1311.0,-4.0,57.0,301,7.0
2068824,2008,4,26,6,935.0,1054.0,-26.0,50.0,301,7.0
2068825,2008,4,26,6,1352.0,1637.0,-18.0,130.0,1028,7.0
2068826,2008,4,26,6,2112.0,2347.0,-4.0,137.0,1035,7.0
2068827,2008,4,26,6,1747.0,2044.0,22.0,156.0,1035,7.0
2068828,2008,4,27,7,1039.0,1314.0,-11.0,310.0,2248,7.0
2068829,2008,4,27,7,1413.0,1524.0,4.0,42.0,231,7.0
2068830,2008,4,27,7,1658.0,1815.0,-10.0,58.0,353,7.0
2068831,2008,4,27,7,1900.0,2020.0,-5.0,61.0,353,7.0
2068832,2008,4,27,7,654.0,920.0,-15.0,129.0,1028,7.0
2068833,2008,4,28,1,1710.0,2027.0,17.0,350.0,2588,7.0
2068834,2008,4,28,1,742.0,1628.0,23.0,328.0,2602,7.0
2068835,2008,4,28,1,2117.0,524.0,2.0,286.0,2446,7.0
2068836,2008,4,29,2,840.0,952.0,-17.0,58.0,301,7.0
2068837,2008,4,29,2,2338.0,325.0,-3.0,203.0,1576,7.0
2068838,2008,4,29,2,639.0,753.0,-11.0,52.0,301,7.0
2068839,2008,4,29,2,1051.0,1351.0,-2.0,144.0,944,7.0
2068840,2008,4,29,2,1439.0,1724.0,-4.0,141.0,1189,7.0
2068841,2008,4,29,2,1827.0,2227.0,-8.0,213.0,1597,7.0
2068842,2008,4,30,3,503.0,847.0,-8.0,196.0,1576,7.0
2068843,2008,1,1,2,1418.0,1828.0,38.0,229.0,1249,5.0
2068844,2008,1,1,2,731.0,956.0,6.0,125.0,758,5.0
2068845,2008,1,1,2,2259.0,14.0,-13.0,56.0,301,5.0
2068846,2008,1,1,2,1037.0,1324.0,7.0,139.0,1121,5.0
2068847,2008,1,1,2,1916.0,2143.0,7.0,118.0,1074,5.0
2068848,2008,1,2,3,737.0,916.0,11.0,58.0,301,5.0
2068849,2008,1,2,3,1240.0,1405.0,55.0,60.0,301,5.0
2068850,2008,1,2,3,957.0,1145.0,25.0,60.0,301,5.0
2068851,2008,1,2,3,1455.0,1804.0,86.0,150.0,944,5.0
2068852,2008,1,2,3,1853.0,2146.0,106.0,137.0,1053,5.0
2068853,2008,1,3,4,2058.0,2.0,12.0,161.0,1119,5.0
2068854,2008,1,3,4,1718.0,2020.0,10.0,141.0,1069,5.0
2068855,2008,1,3,4,1253.0,1551.0,36.0,151.0,944,5.0
2068856,2008,1,3,4,905.0,1203.0,1.0,133.0,1053,5.0
2068857,2008,1,4,5,1845.0,2210.0,1.0,354.0,2575,5.0
2068858,2008,1,4,5,1456.0,1751.0,1.0,147.0,1069,5.0
2068859,2008,1,4,5,1144.0,1412.0,2.0,124.0,944,5.0
2068860,2008,1,4,5,2314.0,711.0,3.0,283.0,2575,5.0
2068861,2008,1,4,5,800.0,1050.0,-15.0,150.0,989,5.0
2068862,2008,1,5,6,1212.0,1310.0,0.0,39.0,187,5.0
2068863,2008,1,5,6,808.0,1133.0,25.0,170.0,1237,5.0
2068864,2008,1,5,6,1356.0,1637.0,-1.0,136.0,944,5.0
2068865,2008,1,5,6,1718.0,1956.0,-4.0,135.0,1053,5.0
2068866,2008,1,6,7,1734.0,2038.0,-32.0,148.0,1074,5.0
2068867,2008,1,6,7,1304.0,1543.0,28.0,139.0,944,5.0
2068868,2008,1,6,7,2140.0,22.0,-10.0,146.0,1074,5.0
2068869,2008,1,6,7,908.0,1152.0,-10.0,130.0,1053,5.0
2068870,2008,1,7,1,1702.0,2134.0,9.0,186.0,1597,5.0
2068871,2008,1,7,1,2214.0,118.0,8.0,216.0,1597,5.0
2068872,2008,1,8,2,641.0,915.0,-11.0,310.0,2248,5.0
2068873,2008,1,8,2,1929.0,2239.0,-21.0,331.0,2454,5.0
2068874,2008,1,8,2,1024.0,1843.0,18.0,286.0,2248,5.0
2068875,2008,1,8,2,2343.0,808.0,13.0,300.0,2454,5.0
2068876,2008,1,9,3,855.0,1251.0,21.0,364.0,2576,5.0
2068877,2008,1,9,3,1333.0,2139.0,-11.0,289.0,2576,5.0
2068878,2008,1,10,4,1854.0,2135.0,-20.0,145.0,1098,5.0
2068879,2008,1,10,4,1516.0,1811.0,-14.0,153.0,1069,5.0
2068880,2008,1,11,5,1438.0,1854.0,201.0,140.0,1076,5.0
2068881,2008,1,11,5,2324.0,153.0,175.0,130.0,1076,5.0
2068882,2008,1,11,5,852.0,1155.0,5.0,167.0,1098,5.0
2068883,2008,1,11,5,1946.0,2245.0,200.0,149.0,1076,5.0
2068884,2008,1,12,6,1300.0,1557.0,-11.0,153.0,1065,5.0
2068885,2008,1,12,6,934.0,1215.0,-13.0,133.0,1065,5.0
2068886,2008,1,12,6,1641.0,1910.0,-44.0,131.0,1069,5.0
2068887,2008,1,12,6,553.0,852.0,-3.0,156.0,1076,5.0
2068888,2008,1,14,1,2019.0,2244.0,-49.0,303.0,2381,5.0
2068889,2008,1,14,1,1305.0,1602.0,8.0,150.0,1005,5.0
2068890,2008,1,14,1,1648.0,1930.0,0.0,145.0,1185,5.0
2068891,2008,1,15,2,2027.0,2346.0,-13.0,164.0,1074,5.0
2068892,2008,1,15,2,650.0,755.0,-10.0,42.0,231,5.0
2068893,2008,1,15,2,851.0,1705.0,-3.0,295.0,2465,5.0
2068894,2008,1,16,3,1557.0,1902.0,-37.0,344.0,2689,5.0
2068895,2008,1,16,3,946.0,1243.0,-15.0,161.0,1249,5.0
2068896,2008,1,16,3,2031.0,508.0,6.0,317.0,2689,5.0
2068897,2008,1,17,4,620.0,759.0,-21.0,74.0,413,5.0
2068898,2008,1,17,4,1933.0,2053.0,-7.0,46.0,187,5.0
2068899,2008,1,17,4,1140.0,1511.0,11.0,186.0,1197,5.0
2068900,2008,1,17,4,850.0,1013.0,-20.0,59.0,413,5.0
2068901,2008,1,17,4,2350.0,429.0,-14.0,199.0,1617,5.0
2068902,2008,1,17,4,1551.0,1851.0,-7.0,146.0,1197,5.0
2068903,2008,1,18,5,559.0,855.0,-5.0,221.0,1617,5.0
2068904,2008,1,19,6,1812.0,2127.0,-25.0,347.0,2465,5.0
2068905,2008,1,19,6,653.0,1143.0,-16.0,199.0,1597,5.0
2068906,2008,1,19,6,1242.0,1532.0,-32.0,203.0,1597,5.0
2068907,2008,1,20,7,652.0,1500.0,-15.0,284.0,2465,5.0
2068908,2008,1,20,7,2130.0,511.0,8.0,259.0,2465,5.0
2068909,2008,1,20,7,1638.0,2046.0,46.0,363.0,2465,5.0
2068910,2008,1,21,1,842.0,949.0,-20.0,52.0,301,5.0
2068911,2008,1,21,1,633.0,755.0,-9.0,63.0,301,5.0
2068912,2008,1,21,1,1050.0,1339.0,-14.0,146.0,944,5.0
2068913,2008,1,21,1,1439.0,1834.0,6.0,141.0,1189,5.0
2068914,2008,1,21,1,1925.0,2221.0,-14.0,208.0,1597,5.0
2068915,2008,1,22,2,1739.0,2120.0,-10.0,365.0,2569,5.0
2068916,2008,1,22,2,659.0,1146.0,-13.0,199.0,1597,5.0
2068917,2008,1,22,2,2226.0,613.0,-37.0,273.0,2569,5.0
2068918,2008,1,22,2,1241.0,1557.0,-7.0,211.0,1597,5.0
2068919,2008,1,24,4,1044.0,1333.0,8.0,323.0,2248,5.0
2068920,2008,1,24,4,1414.0,1528.0,8.0,52.0,231,5.0
2068921,2008,1,24,4,1617.0,2151.0,-20.0,193.0,1735,5.0
2068922,2008,1,25,5,1625.0,1909.0,-11.0,85.0,574,5.0
2068923,2008,1,25,5,2145.0,520.0,-25.0,258.0,2465,5.0
2068924,2008,1,25,5,1122.0,1405.0,-7.0,78.0,589,5.0
2068925,2008,1,25,5,750.0,1035.0,7.0,259.0,1735,5.0
2068926,2008,1,25,5,1454.0,1542.0,-3.0,97.0,574,5.0
2068927,2008,1,25,5,1951.0,2106.0,16.0,96.0,589,5.0
2068928,2008,1,26,6,800.0,1155.0,7.0,324.0,2153,5.0
2068929,2008,1,26,6,1240.0,1951.0,26.0,243.0,2153,5.0
2068930,2008,1,27,7,1522.0,1638.0,6.0,52.0,264,5.0
2068931,2008,1,27,7,1934.0,2329.0,11.0,378.0,2521,5.0
2068932,2008,1,27,7,812.0,1109.0,-11.0,137.0,1005,5.0
2068933,2008,1,27,7,1711.0,1838.0,2.0,59.0,264,5.0
2068934,2008,1,27,7,1155.0,1439.0,9.0,142.0,1005,5.0
2068935,2008,1,28,1,1527.0,1638.0,18.0,51.0,267,5.0
2068936,2008,1,28,1,1312.0,1452.0,23.0,57.0,267,5.0
2068937,2008,1,28,1,854.0,1021.0,-13.0,52.0,274,5.0
2068938,2008,1,28,1,1715.0,1952.0,-13.0,131.0,1005,5.0
2068939,2008,1,28,1,1130.0,1244.0,17.0,55.0,274,5.0
2068940,2008,1,28,1,12.0,802.0,-21.0,270.0,2521,5.0
2068941,2008,1,28,1,2047.0,2320.0,0.0,137.0,1005,5.0
2068942,2008,1,30,3,655.0,1140.0,-19.0,190.0,1597,5.0
2068943,2008,1,30,3,1239.0,1537.0,-27.0,214.0,1597,5.0
2068944,2008,1,31,4,2026.0,2359.0,26.0,354.0,2381,5.0
2068945,2008,1,31,4,635.0,833.0,2.0,135.0,740,5.0
2068946,2008,1,31,4,1315.0,1617.0,23.0,156.0,1005,5.0
2068947,2008,1,31,4,915.0,1233.0,-2.0,96.0,740,5.0
2068948,2008,1,31,4,1650.0,1938.0,8.0,147.0,1185,5.0
2068949,2008,2,1,5,1820.0,2212.0,32.0,347.0,2465,5.0
2068950,2008,2,1,5,657.0,804.0,-1.0,42.0,231,5.0
2068951,2008,2,1,5,856.0,1717.0,7.0,289.0,2465,5.0
2068952,2008,2,2,6,1221.0,2007.0,-41.0,265.0,2465,5.0
2068953,2008,2,2,6,705.0,943.0,-22.0,86.0,589,5.0
2068954,2008,2,2,6,1039.0,1134.0,-1.0,94.0,589,5.0
2068955,2008,2,4,1,1120.0,1411.0,-4.0,217.0,1576,5.0
2068956,2008,2,4,1,1827.0,1939.0,69.0,57.0,301,5.0
2068957,2008,2,4,1,555.0,1023.0,-15.0,183.0,1576,5.0
2068958,2008,2,4,1,1503.0,1628.0,3.0,60.0,301,5.0
2068959,2008,2,4,1,2015.0,2307.0,37.0,145.0,1005,5.0
2068960,2008,2,5,2,1255.0,1558.0,-22.0,285.0,1989,5.0
2068961,2008,2,5,2,1842.0,2134.0,-11.0,90.0,626,5.0
2068962,2008,2,5,2,1712.0,1801.0,-9.0,85.0,626,5.0
2068963,2008,2,5,2,926.0,1200.0,-5.0,135.0,1005,5.0
2068964,2008,2,6,3,1700.0,1916.0,-33.0,302.0,2253,5.0
2068965,2008,2,6,3,753.0,1538.0,-7.0,259.0,2277,5.0
2068966,2008,2,6,3,2039.0,447.0,-23.0,292.0,2588,5.0
2068967,2008,2,6,3,601.0,707.0,2.0,101.0,589,5.0
2068968,2008,2,7,4,656.0,759.0,-16.0,47.0,187,5.0
2068969,2008,2,7,4,2246.0,3.0,-15.0,53.0,264,5.0
2068970,2008,2,7,4,903.0,1208.0,-22.0,338.0,2446,5.0
2068971,2008,2,7,4,1319.0,2128.0,-22.0,280.0,2446,5.0
2068972,2008,2,8,5,1759.0,2112.0,12.0,142.0,1076,5.0
2068973,2008,2,8,5,1439.0,1719.0,-1.0,141.0,901,5.0
2068974,2008,2,8,5,816.0,1113.0,8.0,150.0,944,5.0
2068975,2008,2,8,5,2149.0,38.0,3.0,152.0,1076,5.0
2068976,2008,2,8,5,1150.0,1355.0,-5.0,101.0,758,5.0
2068977,2008,2,8,5,619.0,734.0,14.0,58.0,264,5.0
2068978,2008,2,9,6,814.0,1050.0,-10.0,127.0,1069,5.0
2068979,2008,2,9,6,1140.0,1455.0,17.0,172.0,1041,5.0
2068980,2008,2,9,6,1905.0,2253.0,-11.0,305.0,2136,5.0
2068981,2008,2,9,6,1527.0,1745.0,-30.0,119.0,1041,5.0
2068982,2008,2,9,6,140.0,756.0,93.0,238.0,2136,5.0
2068983,2008,2,10,7,1836.0,2307.0,32.0,316.0,2153,5.0
2068984,2008,2,10,7,1007.0,1316.0,-19.0,174.0,1074,5.0
2068985,2008,2,10,7,2348.0,615.0,15.0,242.0,2153,5.0
2068986,2008,2,10,7,1437.0,1732.0,22.0,148.0,1074,5.0
2068987,2008,2,11,1,659.0,1052.0,38.0,181.0,1074,5.0
2068988,2008,2,11,1,1746.0,2108.0,-17.0,337.0,2446,5.0
2068989,2008,2,11,1,1123.0,1413.0,38.0,137.0,1074,5.0
2068990,2008,2,11,1,2210.0,614.0,11.0,275.0,2253,5.0
2068991,2008,2,12,2,911.0,1141.0,121.0,309.0,2277,5.0
2068992,2008,2,12,2,1352.0,2022.0,233.0,253.0,1735,5.0
2068993,2008,2,12,2,2102.0,2312.0,192.0,219.0,1735,5.0
2068994,2008,2,13,3,1907.0,2210.0,45.0,336.0,2446,5.0
2068995,2008,2,13,3,647.0,902.0,52.0,59.0,353,5.0
2068996,2008,2,13,3,934.0,1745.0,19.0,300.0,2576,5.0
2068997,2008,2,13,3,2301.0,630.0,27.0,250.0,2253,5.0
2068998,2008,2,14,4,806.0,1046.0,8.0,139.0,901,5.0
2068999,2008,2,15,5,1220.0,1552.0,42.0,184.0,1237,5.0
2069000,2008,2,15,5,831.0,1130.0,22.0,161.0,1237,5.0
